source	target
ná Feaca	nach bhFaca
Do chaith	A chaith
do chuir	chuir
taoi	tá tú
shiubhail	shiúil
teine	tine
do bhain	bhain
sul ar	sular
tríomhadh	tríú
an dteine	an tine
agat-sa	agatsa
adeir	a deir
dhúinn	dúinn
nách	nach
fheiscint	fheiceáil
Má's	Más
fé n-a	faoina
adubhairt	dúirt
ní chuala	níor chuala
dhóig	dhóigh
ámhthach	áfach
d'iompuigh	d'iompaigh
do labhair	labhair
chífead	fheicfidh mé
im'	i mo
shúilibh	shúile
lonnradh	lonradh
oidhche	oíche
creidfead	creidfidh mé
annsan	ansin
do chaith	chaith
do chuir	a chuir
foidhne	foighne
chífir	feicfidh tú
adubhairt	a dúirt
t'fhocal	d'fhocal
fiafruighim	fiafraím
dhíot	díot
'na	ina
do bhuail	bhuail
d'á	dá
bhais	bhois
leath-ghlúin	leathghlúin
'na	ina
'Neosfad	Inseoidh mé
ché'n	cén
shuidh	shuigh
do bhain	bhain
seach	seachain
tiugh	tiubh
gheas	gheis
an-aithnid	anaithnid
timcheall	timpeall
uirthe	uirthi
foluighthe	folaithe
shúilibh	shúile
oidhche	oíche
chítear	fheictear
maran	mura
fheiscint	fheiceáil
dhíom	díom
innsint	insint
clúmhail	clúiteach
eadh	ea
píolóid	piolóid
neamh-eaglaighe	neamheaglaí
d'á	dá
le n-a	lena
buidheach	buíoch
adeireadh	a deireadh
go dtáinig	gur tháinig
contabhairt	contúirt
d'á	dá
eadh	ea
tarna	dara
ab	an
dhó	dó
ar fuaid	ar fud
eoluidheachta	eolaíochta
shuidhe	shuí
aca	acu
shúilibh	shúile
fé	faoi
do'n	don
annso	anseo
eoluidheachta	eolaíochta
eadh	ea
iarras	iarr mé
tighe	tí
adubhairt	dúirt
dubhairt	dúirt
ámhthach	áfach
aca	acu
foidhne	foighne
léireochad	léireoidh mé
ná fuil	nach bhfuil
mearthall	mearbhall
dhéanfad	dhéanfaidh mé
innsint	insint
fé	faoi
shoin	shin
do chaitheas	chaith mé
laetheanta	laethanta
Thárla	Tharla
buidhean	buíon
d'fhearaibh	d'fhir
léigheanta	léannta
na	ina
aca	acu
dhom	dom
i n-éinfheacht	in éineacht
feiscint	feiceáil
aca	acu
cúntaisí	cuntais
Dubhairt	Dúirt
fuarathas	fuarthas
i n-aon	in aon
fuarathas	fuarthas
tsaghas	saghas
ins an	san
fuarathas	fuarthas
innte	inti
mór-chuid	mórchuid
do-léighte	doléite
ortha	orthu
orm-sa	ormsa
de sna	de na
duadh	dua
fuaireas	fuair mé
'neosfad	inseoidh mé
e	é
dubhradar	dúradar
éinní	aon ní
fheiscint	fheiceáil
shúilibh	shúile
do'n	don
chomhrainn	chónra
de'n	den
tseomra	seomra
do bhain	bhain
chomhrainn	chónra
Do thóg	Thóg
fútha	fúthu
Do thóg	Thóg
gcomhrainn	gcónra
thar n-ais	ar ais
dhó	dó
fheiscint	fheiceáil
Do thóg	Thóg
leathnuigh	leathnaigh
Chíonn	Fheiceann
fheicim-se	fheicimse
tuitim	titim
de'n	den
Ná	Nach
haithnigheann	n-aithníonn
aca	acu
breacuithe	breactha
Am'	I mo
hiongantas	hiontas
Táid	Tá siad
iongantas	iontas
orm-sa	ormsa
chonnac	chonaic
uirthe	uirthi
ndeireann	ndeir
sáidhte	sáite
Dubhart	Dúirt mé
dearmhad	dearmad
án	an
dhein	rinne
do thuigeas	thuig mé
nidh	ní
breacuithe	breactha
eoluidhe	eolaí
ná déanfadh	nach ndéanfadh
dearmhad	dearmad
dearmhad	dearmad
dearmhad	dearmad
nidh	ní
le n-a	lena
eiteallán	eitleán
dearmhad	dearmad
do chuir	chuir
im' aigne	i m'aigne
nách	nach
cadh	cabha
'na	ina
ná fuil	nach bhfuil
B'shin	Ba sin
B'shin	Ba sin
adhb	fadhb
hoidhche	hoíche
dhíom-sa	díomsa
B'é	Ba é
stuidéir	staidéir
mhachtnaimh	mhachnaimh
rabhas	raibh mé
breacuithe	breactha
nách	nach
fheiscint	fheiceáil
do'n	don
bhead	bheidh mé
bhúr	bhur
mbodhradh	mbodhaire
dheineas	rinne mé
dheineas	rinne mé
déarfad	déarfaidh mé
deire	deireadh
foluighthe	folaithe
shúilibh	shúile
de'n	den
tshórd	shórt
san	sin
nách	nach
bhfeaca	bhfaca
bhfeaca	bhfaca
aca	acu
súd	siúd
tuigimíd-ne	tuigimidne
iongantach	iontach
Tagaidh	Tagaigí
tighe	tí
teasbáinfead	taispeánfaidh mé
ná feaca	nach bhfaca
ó'n	ón
de'n	den
treasna	trasna
bhfuinneóig	bhfuinneog
leig	lig
dom-sa	domsa
Feiscint	Feiceáil
do leag	leag
do labhair	labhair
Cheapas	Cheap mé
id'	i do
leabaidh	leaba
Ná fuil	Nach bhfuil
leath-uair	leathuair
Bhíos	Bhí mé
sheasas	sheas mé
bhfuinneóig	bhfuinneog
réilthíní	réiltíní
ortha	orthu
n-aithniúint	n-aithint
ins na	sna
réilthíní	réiltíní
ionnta	iontu
shuidheas	shuíonn
de'n	den
ortha	orthu
thuit	thit
ghlór-sa	ghlórsa
me	mé
innsint	insint
Leig	Lig
bhfeicead	bhfeicfeadh
fheiscint	fheiceáil
so	seo
teasbáinfead	taispeánfaidh mé
oidhche	oíche
i gcoinnibh	i gcoinne
Oidhche	Oíche
dhuit	duit
Oidhche	Oíche
dhuit	duit
Oidhche	Oíche
dhaoibh	daoibh
breágh	breá
imthighthe	imithe
baoghalach	baolach
ná fuil	nach bhfuil
leig	lig
clúmhail	clúiteach
cúl-doras	cúldoras
tighe	tí
an dtaobh	an taobh
de'n	den
gháirdín	ghairdín
